0.00000000000000E+0000,-1.71108000000000E+0000,-3.31000000000000E+0000,-3.31000000000000E+0000,-1.28000000000000E-0001,-3.16600000000000E-0002,-3.18200000000000E+0000,2.89000000000000E+0002
3.20000000000000E-0002,-1.66991000000000E+0000,-3.31000000000000E+0000,-3.31000000000000E+0000,3.94000000000000E-0001,-7.29400000000000E-0002,-3.70400000000000E+0000,2.89000000000000E+0002
4.70000000000000E-0002,-1.79838000000000E+0000,-2.80000000000000E+0000,-3.47500000000000E+0000,4.60000000000000E-0002,-1.09830000000000E-0001,-3.52100000000000E+0000,2.90000000000000E+0002
6.30000000000000E-0002,-1.90436000000000E+0000,-3.31000000000000E+0000,-3.63340000000000E+0000,7.42000000000000E-0001,-1.62750000000000E-0001,-4.37540000000000E+0000,2.89000000000000E+0002
7.90000000000000E-0002,-1.92501000000000E+0000,-2.80000000000000E+0000,-3.68620000000000E+0000,-3.02000000000000E-0001,-1.95210000000000E-0001,-3.38420000000000E+0000,2.90000000000000E+0002
9.40000000000000E-0002,-1.85171000000000E+0000,-2.80000000000000E+0000,-3.63670000000000E+0000,-6.50000000000000E-0001,-2.19250000000000E-0001,-2.98670000000000E+0000,2.90000000000000E+0002
1.10000000000000E-0001,-1.88424000000000E+0000,-2.80000000000000E+0000,-3.72470000000000E+0000,9.16000000000000E-0001,-2.75250000000000E-0001,-4.64070000000000E+0000,2.90000000000000E+0002
1.25000000000000E-0001,-1.84409000000000E+0000,-2.80000000000000E+0000,-3.70820000000000E+0000,-6.50000000000000E-0001,-2.99140000000000E-0001,-3.05820000000000E+0000,2.90000000000000E+0002
1.25000000000000E-0001,-1.80738000000000E+0000,-3.31000000000000E+0000,-3.70820000000000E+0000,4.60000000000000E-0002,-3.36200000000000E-0001,-3.75420000000000E+0000,2.89000000000000E+0002
1.57000000000000E-0001,-1.64345000000000E+0000,-2.80000000000000E+0000,-3.56740000000000E+0000,-4.76000000000000E-0001,-3.59550000000000E-0001,-3.09140000000000E+0000,2.90000000000000E+0002
1.72000000000000E-0001,-1.64904000000000E+0000,-3.31000000000000E+0000,-3.61690000000000E+0000,5.68000000000000E-0001,-4.03890000000000E-0001,-4.18490000000000E+0000,2.89000000000000E+0002
1.88000000000000E-0001,-1.76842000000000E+0000,-2.80000000000000E+0000,-3.79290000000000E+0000,1.09000000000000E+0000,-4.61060000000000E-0001,-4.88290000000000E+0000,2.90000000000000E+0002
2.04000000000000E-0001,-1.77481000000000E+0000,-2.80000000000000E+0000,-3.84570000000000E+0000,5.68000000000000E-0001,-5.07920000000000E-0001,-4.41370000000000E+0000,2.90000000000000E+0002
2.19000000000000E-0001,-1.96740000000000E+0000,-2.80000000000000E+0000,-4.04370000000000E+0000,-1.69400000000000E+0000,-5.13390000000000E-0001,-2.34970000000000E+0000,2.90000000000000E+0002
2.35000000000000E-0001,-1.96583000000000E+0000,-3.31000000000000E+0000,-4.06130000000000E+0000,-9.98000000000000E-0001,-5.32740000000000E-0001,-3.06330000000000E+0000,2.89000000000000E+0002
2.50000000000000E-0001,-1.85865000000000E+0000,-3.31000000000000E+0000,-3.99530000000000E+0000,2.20000000000000E-0001,-5.74310000000000E-0001,-4.21530000000000E+0000,2.89000000000000E+0002
2.50000000000000E-0001,-1.80138000000000E+0000,-2.80000000000000E+0000,-3.99530000000000E+0000,1.09000000000000E+0000,-6.32140000000000E-0001,-5.08530000000000E+0000,2.90000000000000E+0002
2.82000000000000E-0001,-1.86229000000000E+0000,-2.80000000000000E+0000,-4.10090000000000E+0000,3.94000000000000E-0001,-6.77270000000000E-0001,-4.49490000000000E+0000,2.90000000000000E+0002
2.82000000000000E-0001,-1.82185000000000E+0000,-3.31000000000000E+0000,-4.10090000000000E+0000,2.20000000000000E-0001,-7.18110000000000E-0001,-4.32090000000000E+0000,2.89000000000000E+0002
3.13000000000000E-0001,-2.13684000000000E+0000,-2.80000000000000E+0000,-4.44190000000000E+0000,-8.24000000000000E-0001,-7.44360000000000E-0001,-3.61790000000000E+0000,2.90000000000000E+0002
3.13000000000000E-0001,-2.08431000000000E+0000,-2.29000000000000E+0000,-4.44190000000000E+0000,5.68000000000000E-0001,-7.97410000000000E-0001,-5.00990000000000E+0000,2.91000000000000E+0002
3.44000000000000E-0001,-2.20336000000000E+0000,-2.80000000000000E+0000,-4.61240000000000E+0000,3.94000000000000E-0001,-8.49360000000000E-0001,-5.00640000000000E+0000,2.90000000000000E+0002
3.44000000000000E-0001,-2.14953000000000E+0000,-3.31000000000000E+0000,-4.61240000000000E+0000,5.68000000000000E-0001,-9.03710000000000E-0001,-5.18040000000000E+0000,2.89000000000000E+0002
3.75000000000000E-0001,-1.96976000000000E+0000,-3.31000000000000E+0000,-4.47600000000000E+0000,2.20000000000000E-0001,-9.47500000000000E-0001,-4.69600000000000E+0000,2.89000000000000E+0002
3.75000000000000E-0001,-1.93060000000000E+0000,-2.80000000000000E+0000,-4.47600000000000E+0000,4.60000000000000E-0002,-9.87030000000000E-0001,-4.52200000000000E+0000,2.90000000000000E+0002
4.07000000000000E-0001,-1.74063000000000E+0000,-3.31000000000000E+0000,-4.33520000000000E+0000,7.42000000000000E-0001,-1.03669000000000E+0000,-5.07720000000000E+0000,2.89000000000000E+0002
4.22000000000000E-0001,-1.83127000000000E+0000,-2.29000000000000E+0000,-4.48370000000000E+0000,1.09000000000000E+0000,-1.09511000000000E+0000,-5.57370000000000E+0000,2.91000000000000E+0002
4.38000000000000E-0001,-1.87132000000000E+0000,-2.80000000000000E+0000,-4.58930000000000E+0000,1.43800000000000E+0000,-1.16130000000000E+0000,-6.02730000000000E+0000,2.90000000000000E+0002
4.38000000000000E-0001,-1.82394000000000E+0000,-2.80000000000000E+0000,-4.58930000000000E+0000,5.68000000000000E-0001,-1.20914000000000E+0000,-5.15730000000000E+0000,2.90000000000000E+0002
4.69000000000000E-0001,-1.88117000000000E+0000,-2.80000000000000E+0000,-4.69160000000000E+0000,3.94000000000000E-0001,-1.25464000000000E+0000,-5.08560000000000E+0000,2.90000000000000E+0002
4.69000000000000E-0001,-1.81332000000000E+0000,-2.80000000000000E+0000,-4.69160000000000E+0000,1.61200000000000E+0000,-1.32315000000000E+0000,-6.30360000000000E+0000,2.90000000000000E+0002
5.00000000000000E-0001,-1.90082000000000E+0000,-2.80000000000000E+0000,-4.82800000000000E+0000,5.68000000000000E-0001,-1.37252000000000E+0000,-5.39600000000000E+0000,2.90000000000000E+0002
5.00000000000000E-0001,-1.84611000000000E+0000,-2.80000000000000E+0000,-4.82800000000000E+0000,9.16000000000000E-0001,-1.42776000000000E+0000,-5.74400000000000E+0000,2.90000000000000E+0002
5.16000000000000E-0001,-1.86451000000000E+0000,-2.80000000000000E+0000,-4.88080000000000E+0000,-1.28000000000000E-0001,-1.46250000000000E+0000,-4.75280000000000E+0000,2.90000000000000E+0002
5.47000000000000E-0001,-2.01451000000000E+0000,-2.29000000000000E+0000,-5.08540000000000E+0000,7.42000000000000E-0001,-1.51763000000000E+0000,-5.82740000000000E+0000,2.91000000000000E+0002
5.63000000000000E-0001,-1.94034000000000E+0000,-2.80000000000000E+0000,-5.06780000000000E+0000,9.16000000000000E-0001,-1.57475000000000E+0000,-5.98380000000000E+0000,2.90000000000000E+0002
5.63000000000000E-0001,-1.89162000000000E+0000,-3.31000000000000E+0000,-5.06780000000000E+0000,5.68000000000000E-0001,-1.62394000000000E+0000,-5.63580000000000E+0000,2.89000000000000E+0002
5.94000000000000E-0001,-2.20188000000000E+0000,-2.80000000000000E+0000,-5.40880000000000E+0000,-6.50000000000000E-0001,-1.65498000000000E+0000,-4.75880000000000E+0000,2.90000000000000E+0002
6.10000000000000E-0001,-2.27492000000000E+0000,-2.80000000000000E+0000,-5.49680000000000E+0000,-1.52000000000000E+0000,-1.67008000000000E+0000,-3.97680000000000E+0000,2.90000000000000E+0002
6.25000000000000E-0001,-2.31146000000000E+0000,-2.29000000000000E+0000,-5.56280000000000E+0000,-8.24000000000000E-0001,-1.69983000000000E+0000,-4.73880000000000E+0000,2.91000000000000E+0002
6.41000000000000E-0001,-2.36958000000000E+0000,-2.80000000000000E+0000,-5.68600000000000E+0000,9.16000000000000E-0001,-1.76554000000000E+0000,-6.60200000000000E+0000,2.90000000000000E+0002
6.57000000000000E-0001,-2.48777000000000E+0000,-2.80000000000000E+0000,-5.82680000000000E+0000,-1.34600000000000E+0000,-1.78838000000000E+0000,-4.48080000000000E+0000,2.90000000000000E+0002
